id,uniqueId,nome,nacionalidade,clube,posicao,idade,ca,pa,aDiff,valor,valorVenda,peEsquerdo,peDireito,melhorRating,melhorPotRating,fitness,Mtc Exc,Jdns,Con,Aerial Ability,Aggression,Agility,Ambition,Anticipation,Balance,Bravery,Command Of Area,Communication,Consistency,Controversy,Corners,Creativity,Crossing,Decisions,Determination,Dirtiness,Dribbling,Eccentricity,Finishing,First Touch,Flair,Handling,Heading,Important Matches,Influence,Injury Proneness,Jumping,Kicking,Long Shots,Long Throws,Loyalty,Marking,Natural Fitness,Off The Ball,One On Ones,Pace,Passing,Penalties,Positioning,Pressure,Professionalism,Reflexes,Rushing Out,Free Kicks,Stamina,Strength,Technique,Temperament,Tendency To Punch,Composure,Throwing,Versatility,Work Rate,fm2008_clube_origem,clubId,clubName,status,id_importacao,salario,salario_origem,lista_definitiva
28012280,28012280,"Moffatt, Scott",Inglaterra,Sem Clube,D LC,16,52,122,70,0,0,10,20,"43,82% (CB)","60,99% (FB)","100,00%","100,00%",0,100%,4,11,9,11,7,7,6,3,1,10,2,1,3,3,5,12,5,3,2,3,10,4,2,8,8,3,3,7,2,2,2,11,10,11,3,1,11,6,2,10,14,10,9,5,1,8,7,9,11,4,5,2,8,9,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28012280,156000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
736009,736009,Nani,Portugal / Cabo Verde,Sem Clube,AM RL,20,149,179,30,17.586.210,53.508.620,14,20,"69,53% (W)","74,50% (W)","100,00%","100,00%",0,100%,1,10,13,17,12,11,9,3,2,10,7,13,12,14,12,14,6,17,1,12,16,18,2,8,11,10,7,9,3,15,4,13,9,15,14,2,16,12,12,8,15,14,6,2,11,11,10,16,12,3,10,5,10,14,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,736009,623000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
2005033,2005033,"Neville, Gary",Inglaterra,Sem Clube,D R,32,167,175,8,4.970.260,4.963.450,10,20,"75,19% (FB)","79,58% (FB)","100,00%","100,00%",0,100%,1,16,12,14,17,13,17,1,1,19,14,2,8,15,15,19,10,5,1,2,13,4,1,16,15,17,13,15,1,2,18,20,15,13,13,1,13,12,9,15,17,20,1,1,2,15,14,12,17,1,15,1,9,16,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,2005033,551000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28010490,28010490,"Norwood, Oliver",Inglaterra,Sem Clube,DM,16,63,118,55,0,0,14,20,"44,99% (DM)","58,06% (DM)","100,00%","100,00%",0,100%,3,13,8,13,7,7,8,3,3,10,1,1,7,5,8,15,6,3,2,3,10,6,3,5,8,4,2,6,3,3,2,10,7,10,3,5,12,11,8,8,11,12,5,3,11,10,9,11,10,3,7,3,11,11,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28010490,189000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
125120,125120,"O'Shea, John",Irlanda,Sem Clube,D RLC,26,147,158,11,5.008.330,5.008.330,13,20,"70,58% (FB)","75,30% (FB)","100,00%","100,00%",0,100%,1,7,12,8,16,13,9,1,1,11,2,6,7,10,13,11,3,10,1,10,13,9,1,16,13,10,4,17,1,4,11,17,16,13,10,1,12,13,10,15,13,13,1,1,2,15,14,13,17,1,14,1,18,13,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,125120,491000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
775560,775560,"Park, Ji-Sung",Coreia do Sul,Sem Clube,AM RLC,26,151,162,11,4.987.990,4.987.990,11,20,"68,46% (W)","73,23% (W)","100,00%","100,00%",0,100%,1,8,18,12,14,15,14,1,1,10,3,10,12,10,10,16,6,15,1,8,13,11,1,6,11,7,7,7,1,8,2,10,12,18,17,1,14,13,13,14,11,18,1,1,6,19,8,14,17,1,10,1,14,18,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,775560,503000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5124470,5124470,"Piqué, Gerard",Espanha,Sem Clube,"D C, DM",20,145,178,33,5.060.750,21.105.210,11,20,"71,54% (CB)","80,35% (CB)","100,00%","100,00%",0,100%,5,12,12,18,15,14,14,3,2,13,11,8,11,6,13,16,9,9,3,8,14,8,1,17,14,11,6,17,4,4,8,8,16,15,6,1,12,14,11,16,16,17,4,1,7,14,16,14,17,3,14,2,9,14,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5124470,486000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
2111413,2111413,Possebon,Brasil / Itália,Sem Clube,"D/WB R, DM",18,79,119,40,250.000,250.000,5,20,"58,10% (WB)","67,76% (WB)","100,00%","100,00%",0,100%,1,11,11,14,9,11,12,4,5,12,7,6,11,10,12,13,4,10,3,8,10,12,1,10,7,9,11,13,1,7,4,14,9,14,10,4,13,11,8,9,10,14,8,1,16,13,14,10,9,4,9,3,15,13,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,2111413,240000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
2107500,2107500,Rafael,Brasil / Portugal,Sem Clube,D/WB R,16,74,153,79,2.600.000,2.839.260,9,20,"48,62% (W)","67,90% (WB)","100,00%","100,00%",0,100%,1,9,12,18,10,8,9,2,1,12,12,16,8,9,10,16,13,11,3,6,9,12,2,4,15,6,4,4,5,6,5,5,6,13,8,2,15,8,3,4,12,14,9,4,5,7,8,12,14,2,7,2,8,10,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,2107500,248000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
735216,735216,"Ronaldo, Cristiano",Portugal,Sem Clube,AM RL,22,187,195,8,25.160.060,49.205.970,16,20,"76,01% (W)","79,52% (W)","100,00%","100,00%",0,100%,1,9,16,18,10,17,14,1,1,15,13,10,12,13,10,18,3,19,1,15,17,20,1,15,15,10,4,15,1,11,1,14,3,18,14,1,18,11,17,4,18,16,1,1,14,14,13,18,14,1,14,1,12,12,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,735216,813000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5108390,5108390,"Rooney, Wayne",Inglaterra / Irlanda,Sem Clube,F C,21,178,191,13,25.185.140,74.232.440,14,20,"76,72% (FS)","78,18% (FS)","100,00%","100,00%",0,100%,1,17,14,18,14,15,16,1,1,14,12,6,16,11,13,18,13,14,1,15,17,17,1,10,17,13,9,11,1,14,13,15,5,19,17,1,16,15,11,8,15,13,1,1,11,15,16,17,11,1,14,1,10,17,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5108390,786000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
3503897,3503897,"Saha, Louis",França / Guadalupe,Sem Clube,ST,28,157,167,10,5.034.130,5.034.130,20,12,"70,17% (FS)","70,45% (FS)","100,00%","100,00%",0,100%,1,8,16,18,13,15,9,1,1,11,10,3,11,10,12,9,6,12,1,16,14,13,1,14,12,4,17,14,1,9,3,11,6,10,14,1,17,12,14,7,11,14,1,1,9,14,14,15,14,1,10,1,5,13,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,3503897,521000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
2005442,2005442,"Scholes, Paul",Inglaterra,Sem Clube,AM C,32,176,187,11,10.146.850,27.974.020,17,20,"75,13% (AM)","75,46% (AM)","100,00%","100,00%",0,100%,1,14,15,13,15,15,15,1,1,18,1,10,19,8,16,18,13,14,1,17,19,14,1,12,17,5,11,7,1,15,2,20,7,13,15,1,12,19,13,11,18,19,1,1,8,12,13,19,13,1,18,1,7,15,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,2005442,629000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
12114,12114,"Silvestre, Mikaël",França / Guadalupe,Sem Clube,D LC,29,150,166,16,3.509.670,3.509.670,20,10,"70,14% (FB)","74,85% (FB)","100,00%","100,00%",0,100%,1,11,15,15,13,13,13,1,1,12,8,4,10,10,12,16,12,6,1,5,12,8,1,16,14,8,8,16,1,6,6,16,15,15,10,1,17,10,6,14,10,16,1,1,2,15,14,12,11,1,11,1,11,15,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,12114,485000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5116936,5116936,"Simpson, Danny",Inglaterra,Sem Clube,D R,20,128,160,32,3.631.800,5.048.060,10,20,"60,98% (FB)","70,42% (FB)","100,00%","100,00%",0,100%,1,13,11,16,11,12,12,1,1,12,6,4,8,12,10,14,8,10,1,4,10,12,1,8,9,4,5,7,1,4,8,13,12,14,7,1,17,10,6,13,14,12,1,1,1,13,10,9,13,1,13,1,7,14,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5116936,420000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28016571,28016571,"Stewart, Cameron",Inglaterra / Escócia,Sem Clube,D/AM R,16,61,143,82,0,0,9,20,"42,85% (WB)","61,48% (WB)","100,00%","100,00%",0,100%,3,12,8,14,6,7,9,4,2,7,5,6,5,8,5,11,4,7,3,2,7,13,5,3,8,2,3,3,4,1,4,14,7,8,8,2,15,6,2,9,10,9,3,4,3,7,6,8,11,1,7,1,8,9,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28016571,183000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28010857,28010857,"Strickland, Kenny",Inglaterra,Sem Clube,D C,16,59,123,64,0,0,7,20,"47,33% (CB)","60,53% (CB)","100,00%","100,00%",0,100%,2,14,8,12,8,8,8,5,1,8,2,1,4,5,8,11,9,4,1,2,10,3,5,10,8,5,3,10,4,2,3,12,10,11,3,1,11,7,3,9,13,12,7,2,2,8,9,9,11,3,8,3,6,12,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28010857,177000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
950298,950298,"Tévez, Carlos",Argentina,Sem Clube,F C,23,173,190,17,13.123.300,35.000.000,14,20,"74,98% (FS)","79,59% (FS)","100,00%","100,00%",0,100%,1,14,17,18,16,16,18,5,1,13,11,8,15,14,14,16,13,16,1,15,17,16,5,8,16,12,6,10,5,12,2,11,7,16,18,3,13,14,13,9,19,11,10,4,15,16,14,17,2,3,15,3,10,19,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,950298,650000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5743470,5743470,"Vidic, Nemanja",Sérvia,Sem Clube,D C,25,173,183,10,12.541.920,36.280.580,12,20,"75,92% (CB)","78,00% (CB)","100,00%","100,00%",0,100%,1,17,13,16,17,13,19,1,1,16,8,1,6,3,14,18,14,6,1,8,13,4,1,18,16,12,6,18,1,4,3,16,17,16,6,1,13,12,8,15,16,15,1,1,3,16,18,13,14,1,14,1,4,15,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5743470,644000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28010491,28010491,"Welbeck, Danny",Inglaterra,Sem Clube,"AM R, ST",16,90,164,74,0,0,10,20,"51,57% (FS)","69,57% (FS)","100,00%","100,00%",0,100%,1,7,10,14,7,10,6,4,4,9,7,2,5,7,5,12,3,11,3,11,11,17,4,8,10,4,4,8,3,4,1,13,3,12,8,4,15,7,8,3,10,9,4,1,4,8,7,11,10,2,9,3,8,7,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28010491,270000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28002952,28002952,"Woods, Gary",Inglaterra,Sem Clube,GK,16,68,144,76,0,0,4,20,"53,98% (GK)","71,08% (GK)","100,00%","100,00%",0,100%,11,10,10,10,9,9,8,9,7,9,2,2,5,2,11,11,17,2,4,4,8,1,13,1,7,6,6,11,10,2,1,10,5,10,2,11,7,6,1,10,10,9,14,8,5,10,8,5,15,2,6,8,1,8,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28002952,204000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5127684,5127684,"Zieler, Ron-Robert",Alemanha,Sem Clube,GK,18,81,118,37,408.210,279.390,10,20,"54,37% (GK)","62,47% (GK)","100,00%","100,00%",0,100%,12,11,15,16,8,10,6,8,8,12,2,3,6,1,7,12,17,2,9,3,8,1,12,2,13,1,3,11,12,2,5,8,4,10,5,11,10,9,1,9,10,11,15,14,14,8,7,6,10,12,9,9,1,9,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5127684,247000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
353,353,"van der Sar, Edwin",Holanda,Sem Clube,GK,36,172,178,6,5.525.880,13.281.950,14,20,"78,10% (GK)","78,10% (GK)","100,00%","100,00%",0,100%,17,7,15,15,15,14,14,16,17,17,6,2,7,4,15,15,3,8,8,4,13,2,17,7,18,13,9,17,17,1,1,12,4,14,1,15,7,11,2,17,19,20,16,9,11,14,13,14,20,13,17,11,1,8,Man Utd,sem-clube,Sem Clube,DISPONIVEL_LEILAO,353,571000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
2019042,2019042,"Ball, David",Inglaterra,Sem Clube,ST,17,68,126,58,0,0,3,20,"50,78% (TS)","63,22% (TS)","100,00%","100,00%",0,100%,1,10,10,13,7,10,10,1,5,10,17,3,5,5,5,13,8,7,5,11,9,10,2,10,8,5,7,13,5,8,4,8,3,13,11,5,12,6,9,5,11,9,7,4,2,15,12,7,6,5,9,3,8,12,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,2019042,204000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
2003366,2003366,"Ball, Michael",Inglaterra,Sem Clube,D/WB L,27,134,148,14,2.513.150,7.529.120,20,6,"70,22% (WB)","74,26% (WB)","100,00%","100,00%",0,100%,4,15,15,12,15,16,18,3,3,11,11,9,11,11,14,10,15,7,1,5,15,5,3,14,10,10,11,13,1,8,13,14,15,14,13,1,13,10,10,15,12,15,10,5,7,16,16,13,14,3,14,2,15,16,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,2003366,427000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5680159,5680159,Benjani,Zimbabué,Sem Clube,F C,28,147,156,9,3.548.380,10.609.680,10,20,"68,49% (TS)","68,49% (TS)","100,00%","100,00%",0,100%,3,14,13,14,11,13,11,1,2,17,12,6,12,10,12,18,6,11,4,10,15,10,3,13,14,14,10,14,5,11,5,12,6,15,14,1,15,13,10,13,13,9,12,3,12,14,17,13,12,3,12,3,5,20,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5680159,476000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
832606,832606,"Bojinov, Valeri",Bulgária,Sem Clube,"AM R, ST",21,139,168,29,5.488.460,43.671.020,20,14,"65,23% (FS)","73,00% (FS)","100,00%","100,00%",0,100%,1,15,14,18,11,14,11,1,1,12,14,2,11,12,9,15,8,13,1,14,12,14,1,8,13,10,9,11,1,12,3,12,5,13,13,1,15,12,13,7,12,12,1,1,11,12,13,14,10,1,9,1,8,11,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,832606,472000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28019224,28019224,"Boyata, Dedryck",Bélgica,Sem Clube,D C,15,52,112,60,0,0,1,20,"47,81% (CB)","61,01% (CB)","100,00%","100,00%",0,100%,1,11,11,20,7,9,10,3,5,10,2,3,3,4,8,12,6,5,3,4,6,5,2,10,9,8,4,14,5,4,9,6,8,13,3,2,10,5,4,8,11,10,3,5,4,12,12,5,13,5,6,2,8,8,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28019224,156000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28002839,28002839,"Breen, Garry",Irlanda,Sem Clube,D C,18,72,137,65,0,0,8,20,"49,47% (CB)","62,67% (CB)","100,00%","100,00%",0,100%,2,13,10,8,6,9,12,3,5,12,17,3,2,4,8,12,8,3,4,3,6,7,4,11,10,7,7,12,1,3,8,16,9,13,4,2,11,4,5,10,7,14,11,5,2,13,12,3,13,4,6,2,10,12,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28002839,216000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
69002017,69002017,"Caicedo, Felipe",Equador,Sem Clube,ST,18,130,155,25,4.674.970,21.586.630,7,20,"64,33% (TS)","68,88% (TS)","100,00%","100,00%",0,100%,5,3,11,17,12,15,10,4,4,13,7,12,8,10,8,15,17,13,1,13,12,16,4,16,9,5,17,13,1,6,3,17,10,9,14,5,14,11,5,7,13,12,5,2,15,12,15,12,2,5,16,2,7,15,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,69002017,437000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28018616,28018616,"Carter, Aaron",Inglaterra,Sem Clube,AM C,16,44,115,71,0,0,1,20,"41,96% (AM)","57,33% (AM)","100,00%","100,00%",0,100%,5,9,16,16,5,13,6,1,5,4,5,7,12,4,6,11,5,5,3,5,6,12,4,4,13,6,17,4,1,5,4,12,3,12,4,5,13,13,2,3,5,12,1,4,4,5,3,5,10,5,5,4,6,10,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28018616,132000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
679520,679520,"Castillo, Nery",México / Uruguai / Espanha,Sem Clube,"AM L, ST",23,140,165,25,10.344.830,10.906.490,20,7,"69,08% (FS)","73,70% (FS)","100,00%","100,00%",0,100%,2,14,16,15,11,7,10,4,5,13,14,10,11,14,8,15,17,16,3,13,14,16,4,10,10,7,6,5,4,10,3,15,6,16,15,5,17,13,10,6,12,7,5,4,7,16,9,15,1,5,12,1,12,13,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,679520,523000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28018619,28018619,"Chantler, Christopher",Inglaterra,Sem Clube,D LC,16,48,128,80,0,0,20,1,"45,34% (FB)","64,19% (FB)","100,00%","100,00%",0,100%,2,14,14,8,6,9,15,1,4,7,13,9,6,2,7,13,16,4,4,3,5,14,3,6,11,4,17,5,3,4,17,9,4,13,3,5,13,6,3,13,11,6,3,4,4,5,4,6,9,5,5,5,6,12,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28018619,144000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28018618,28018618,"Cieslewicz, Adrian",Ilhas Féroes / Polónia,Sem Clube,AM/F C,16,45,136,91,0,0,1,20,"50,68% (FS)","69,17% (FS)","100,00%","100,00%",0,100%,2,13,11,8,6,5,5,3,5,4,5,5,10,7,5,10,12,11,3,12,9,8,1,4,14,9,14,9,1,11,8,8,3,12,12,3,12,11,6,9,11,10,3,2,3,4,6,11,15,1,8,2,3,8,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28018618,135000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
2019100,2019100,"Clayton, Adam",Inglaterra,Sem Clube,AM C,18,80,117,37,0,0,12,20,"49,77% (AM)","59,12% (AM)","100,00%","100,00%",0,100%,3,10,11,15,7,12,9,1,2,14,11,7,10,9,9,11,8,8,5,10,11,11,5,4,12,5,7,3,1,6,4,15,3,13,9,1,12,10,11,6,9,10,2,5,7,12,9,9,6,2,8,1,10,13,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,2019100,240000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28018612,28018612,"Clegg, Joe",Inglaterra,Sem Clube,GK,16,50,119,69,0,0,1,20,"45,60% (GK)","61,51% (GK)","100,00%","100,00%",0,100%,10,3,10,14,10,12,16,8,8,3,13,3,2,4,9,12,8,2,11,1,6,4,8,3,16,8,12,8,8,5,4,19,5,11,3,8,9,2,4,14,11,14,8,9,4,6,8,4,7,11,3,7,3,7,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28018612,150000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28010851,28010851,"Connor, Michael",Inglaterra,Sem Clube,D RC,17,42,113,71,0,0,9,20,"41,03% (CB)","59,09% (FB)","100,00%","100,00%",0,100%,2,13,9,18,6,7,9,5,2,6,6,3,3,3,5,15,8,2,2,2,3,4,3,7,9,4,5,11,5,2,7,9,8,13,2,1,10,3,2,8,5,9,8,5,2,9,11,2,13,5,4,1,8,9,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28010851,126000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
126527,126527,"Corluka, Vedran",Croácia / Bósnia,Sem Clube,"D RC, DM",21,153,178,25,8.000.000,47.409.210,15,20,"72,54% (FB)","77,24% (FB)","100,00%","100,00%",0,100%,2,14,13,14,14,16,13,3,5,18,16,3,10,11,14,17,4,11,4,9,13,5,5,15,16,12,11,15,1,5,15,15,14,14,8,2,14,11,5,16,13,16,6,2,5,14,16,15,15,1,16,2,12,14,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,126527,539000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28018621,28018621,"Cunningham, Gregory",Irlanda,Sem Clube,"AM LC, F C",15,47,133,86,0,0,20,1,"43,53% (W)","66,49% (W)","100,00%","100,00%",0,100%,3,7,12,20,6,11,6,4,4,8,15,9,7,8,5,6,8,7,1,7,8,8,4,4,8,5,6,4,2,5,4,4,3,13,8,2,12,6,6,4,11,12,8,4,6,12,6,7,13,1,6,2,12,10,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28018621,141000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
23040270,23040270,"Daengda, Theerasil",Tailândia,Sem Clube,ST,21,76,109,33,634.010,622.210,1,20,"53,61% (FS)","62,84% (FS)","100,00%","100,00%",0,100%,2,17,13,14,8,10,5,4,3,8,14,8,9,6,5,10,5,9,3,12,11,16,4,12,11,9,3,7,1,9,4,12,5,12,12,5,16,6,5,7,6,8,5,3,3,2,4,8,10,4,6,4,8,8,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,23040270,234000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28010852,28010852,"Daly, Ian",Irlanda,Sem Clube,ST,17,57,127,70,0,0,9,20,"41,57% (FS)","58,74% (FS)","100,00%","100,00%",0,100%,2,10,11,4,5,9,8,4,5,12,6,3,4,3,4,12,8,5,1,7,7,9,5,7,10,5,7,10,3,3,3,9,2,12,8,1,11,3,8,4,5,13,7,5,4,11,10,5,9,4,8,4,8,9,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28010852,171000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28002840,28002840,"Daly, Michael",Irlanda,Sem Clube,"D C, DM",18,52,118,66,0,0,10,20,"41,90% (DM)","58,74% (DM)","100,00%","100,00%",0,100%,3,13,12,15,6,12,12,4,4,14,4,5,5,5,7,9,8,4,4,5,5,11,5,5,10,5,8,8,4,6,5,7,5,13,7,1,10,7,4,6,14,8,3,3,5,13,10,4,8,4,7,1,10,13,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28002840,156000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
2014389,2014389,"Dunne, Richard",Irlanda,Sem Clube,D C,27,158,165,7,4.441.170,41.869.770,5,20,"74,52% (CB)","76,04% (CB)","100,00%","100,00%",0,100%,1,10,8,14,15,14,18,5,5,17,12,2,9,7,12,13,9,7,4,3,14,1,1,18,16,19,3,17,4,4,12,14,15,10,9,3,13,9,8,17,12,14,8,3,2,15,19,11,10,1,14,1,7,17,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,2014389,518000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
301838,301838,Elano,Brasil / Itália,Sem Clube,"AM RC, F C",26,167,179,12,7.920.410,48.113.010,8,20,"82,82% (AM)","83,07% (AM)","100,00%","100,00%",0,100%,1,12,15,13,14,17,15,4,2,13,14,15,17,17,17,13,10,19,2,16,20,16,2,10,12,15,5,8,5,18,4,17,10,15,18,2,16,18,16,9,16,13,14,5,17,15,12,20,7,2,19,2,16,13,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,301838,580000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5127707,5127707,"Etuhu, Kelvin",Nigéria / Inglaterra,Sem Clube,"AM R, F C",19,128,159,31,3.078.250,11.457.400,6,20,"66,26% (W)","72,29% (W)","100,00%","100,00%",0,100%,4,14,11,14,12,14,15,1,1,13,4,6,9,11,8,18,8,14,5,12,13,11,2,10,12,6,12,13,4,11,5,16,4,13,14,5,15,10,10,9,14,15,8,2,5,17,18,12,15,4,13,5,16,16,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5127707,415000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
28002842,28002842,"Evans, Ched",País de Gales,Sem Clube,ST,18,118,152,34,3.018.040,10.955.480,3,20,"66,04% (TS)","71,33% (TS)","100,00%","100,00%",0,100%,1,10,13,4,11,13,11,4,1,12,8,4,8,9,12,13,8,12,5,16,12,10,3,13,12,5,7,16,4,11,4,5,2,16,15,1,14,8,11,8,9,20,11,5,7,16,15,11,8,4,14,5,10,17,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,28002842,384000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
5726660,5726660,"Fernandes, Gelson",Suíça / Cabo Verde,Sem Clube,DM,20,138,165,27,4.415.420,42.409.390,8,20,"69,50% (DM)","74,44% (DM)","100,00%","100,00%",0,100%,3,14,14,15,14,14,15,4,2,12,4,5,8,6,15,15,10,9,2,9,14,6,2,10,12,13,7,12,5,9,12,14,13,18,9,5,14,13,6,15,13,18,4,4,5,17,16,13,12,3,14,2,10,19,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,5726660,458000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
7450706,7450706,"Garrido, Javier",Espanha / País Basco,Sem Clube,D/WB L,22,134,152,18,1.586.210,5.320.850,20,11,"70,22% (WB)","72,63% (WB)","100,00%","100,00%",0,100%,2,12,12,12,15,13,17,3,4,12,6,11,12,14,10,11,5,12,1,11,13,9,2,13,11,8,4,12,5,12,10,11,14,13,15,1,13,12,4,11,14,14,11,4,11,16,15,14,10,3,14,5,14,16,Man City,sem-clube,Sem Clube,DISPONIVEL_LEILAO,7450706,418000,CALCULADO_FM_UNIVERSE,FM2008_UNIVERSO_LEILOES_V1
